Title,URL,Companies,Topic,Difficulty,Problem,Solution
Best Time to Buy and Sell Stocks II,https://www.interviewbit.com/problems/best-time-to-buy-and-sell-stocks-ii/,"Amazon, Facebook",Dynamic Programming,easy,"Say you have an array, A, for which the ith element is the price of a given stock on day i.

 

Design an algorithm to find the maximum profit.

You may complete as many transactions as you like (i.e., buy one and sell one share of the stock multiple times).

However, you may not engage in multiple transactions at the same time (ie, you must sell the stock before you buy again).


Problem Constraints
0 <= len(A) <= 1e5
1 <= A[i] <= 1e7


Input Format
The first and only argument is an array of integers, A.


Output Format
Return an integer, representing the maximum possible profit.


Example Input
Input 1:
A = [1, 2, 3]
Input 2:
A = [5, 2, 10]



Example Output
Output 1:
2
Output 2:
8



Example Explanation
Explanation 1:
=> Buy a stock on day 0.
=> Sell the stock on day 1. (Profit +1)
=> Buy a stock on day 1.
=> Sell the stock on day 2. (Profit +1)

Overall Profit = 2
 

Explanation 2:
=> Buy a stock on day 1.
=> Sell the stock on on day 2. (Profit +8)

Overall profit = 8","int Solution::maxProfit(const vector<int> &A) {
// Prices must be given for at least two days
if (A.size() <= 1) {
return 0;
}

int count = 0; // count of solution pairs
int n = A.size();
// solution vector
int buy[n/2 + 1], sell[n/2 + 1];

// Traverse through given price array
int i = 0;
while (i < n-1)
{
// Find Local Minima. Note that the limit is (n-2) as we are
// comparing present element to the next element.
while ((i < n-1) && (A[i+1] <= A[i]))
i++;

// If we reached the end, break as no further solution possible
if (i == n-1)
break;

// Store the index of minima
buy[count] = i++;

// Find Local Maxima. Note that the limit is (n-1) as we are
// comparing to previous element
while ((i < n) && (A[i] >= A[i-1]))
i++;

// Store the index of maxima
sell[count] = i-1;

// Increment count of buy/sell pairs
count++;
}

// print solution
if (count == 0)
return 0;
else
{
int ret = 0;
for (int i = 0; i < count; i++) {
ret += A[sell[i]] - A[buy[i]];
//printf(""Buy on day: %d\t Sell on day: %d\n"", sol[i].buy, sol[i].sell);
}
return ret;
}
}"
Best Time to Buy and Sell Stocks III,https://www.interviewbit.com/problems/best-time-to-buy-and-sell-stocks-iii/,"Amazon, Facebook",Dynamic Programming,hard,"Say you have an array, A, for which the ith element is the price of a given stock on day i.

Design an algorithm to find the maximum profit. You may complete at most 2 transactions.

Return the maximum possible profit.

Note: You may not engage in multiple transactions at the same time (ie, you must sell the stock before you buy again).


Problem Constraints
1 <= length(A) <= 7e5
1 <= A[i] <= 1e7


Input Format
The first and only argument is an integer array, A.


Output Format
Return an integer, representing the maximum possible profit.


Example Input
Input 1:
A = [1, 2, 1, 2]
 

Input 2:
A = [7, 2, 4, 8, 7]



Example Output
Output 1:
2
Output 2:
6



Example Explanation
Explanation 1:
Day 0 : Buy
Day 1 : Sell
Day 2 : Buy
Day 3 : Sell
 

Explanation 2:
Day 1 : Buy
Day 3 : Sell","int Solution::maxProfit(const vector<int> &A) {

int FirstBuy=INT_MAX,FirstSell=0,SecondBuy=INT_MAX,SecondSell=0;
for(int i=0;i<A.size();i++)
{
int b1=FirstBuy,s1=FirstSell,b2=SecondBuy,s2=SecondSell;
FirstBuy=min(b1,A[i]);
FirstSell=max(s1,A[i]-b1);
SecondBuy=min(b2,A[i]-s1);
SecondSell=max(s2,A[i]-b2);
}
return max(FirstSell,SecondSell);
}"
Scramble String,https://www.interviewbit.com/problems/scramble-string/,N/A,Dynamic Programming,hard,"Given a string A, we may represent it as a binary tree by partitioning it to two non-empty substrings recursively.

Below is one possible representation of A = “great”:


great
/ \
gr eat
/ \ / \
g r e at
/ \
a t


To scramble the string, we may choose any non-leaf node and swap its two children.

For example, if we choose the node “gr” and swap its two children, it produces a scrambled string “rgeat”.

rgeat
/ \
rg eat
/ \ / \
r g e at
/ \
a t

We say that “rgeat” is a scrambled string of “great”.

Similarly, if we continue to swap the children of nodes “eat” and “at”, it produces a scrambled string “rgtae”.

rgtae
/ \
rg tae
/ \ / \
r g ta e
/ \
t a

We say that “rgtae” is a scrambled string of “great”.




Given two strings A and B of the same length, determine if B is a scrambled string of S.




Input Format:

The first argument of input contains a string A.
The second argument of input contains a string B.

Output Format:

Return an integer, 0 or 1:
=> 0 : False
=> 1 : True

Constraints:

1 <= len(A), len(B) <= 50

Examples:

Input 1:
A = ""we""
B = ""we""

Output 1:
1

Input 2:
A = ""phqtrnilf""
B = ""ilthnqrpf""

Output 2:
0","bool isScramble(int a,int b,int c,int d,string s1,string s2)
{
if(b-a != d-c)
return false;
if(a==b && c==d)
{
if(s1[a]==s2[c])
return true;
return false;
}
string temp1=s1.substr(a,b-a+1);
string temp2=s2.substr(c,d-c+1);
sort(temp1.begin(),temp1.end());
sort(temp2.begin(),temp2.end());
if(temp1!=temp2)
return false;

for(int i = 1; i < s1.length(); i++) { // i being the root position
if(isScramble(s1.substring(0,i), s2.substring(0,i)) && isScramble(s1.substring(i), s2.substring(i))) return true;
if(isScramble(s1.substring(0,i), s2.substring(s2.length()-i)) && isScramble(s1.substring(i), s2.substring(0, s2.length()-i))) return true;
}

}
int Solution::isScramble(const string A, const string B) {
}"
Best Time to Buy and Sell Stocks I,https://www.interviewbit.com/problems/best-time-to-buy-and-sell-stocks-i/,"Amazon, Facebook",Dynamic Programming,easy,"Say you have an array, A, for which the ith element is the price of a given stock on day i.
If you were only permitted to complete at most one transaction (i.e, buy one and sell one share of the stock), design an algorithm to find the maximum profit.

Return the maximum possible profit.



Problem Constraints
0 <= len(A) <= 7e5

1 <= A[i] <= 1e7



Input Format
The first and the only argument is an array of integers, A.



Output Format
Return an integer, representing the maximum possible profit.



Example Input
Input 1:

 A = [1, 2]
Input 2:

 A = [1, 4, 5, 2, 4]


Example Output
Output 1:
 1
Output 2:

 4


Example Explanation
Explanation 1:

 Buy the stock on day 0, and sell it on day 1.
Explanation 2:

 Buy the stock on day 0, and sell it on day 2.","int Solution::maxProfit(const vector<int> &arr) {

    int n = arr.size();
    if (n <= 1) {
        return 0;
    }
    int diff[n-1];
    for (int i=0; i < n-1; i++)
        diff[i] = arr[i+1] - arr[i];

    int max_diff = diff[0];
    for (int i=1; i<n-1; i++)
    {
        if (diff[i-1] > 0)
            diff[i] += diff[i-1];
        if (max_diff < diff[i])
            max_diff = diff[i];
    }
    return max_diff > 0 ? max_diff:0;
}"
Max Sum Path in Binary Tree,https://www.interviewbit.com/problems/max-sum-path-in-binary-tree/,"Directi, Amazon",Dynamic Programming,medium,"Given a binary tree T, find the maximum path sum.

The path may start and end at any node in the tree.



Problem Constraints
1 <= Number of Nodes <= 7e4

-1000 <= Value of Node in T <= 1000



Input Format
 The first and the only argument contains a pointer to the root of T, A.



Output Format
Return an integer representing the maximum sum path.



Example Input
Input 1:

    1
   / \
  2   3
Input 2:

       20
      /  \
   -10   20
        /  \
      -10  -50


Example Output
Output 1:

 6
Output 2:

 40


Example Explanation
Explanation 1:

     The path with maximum sum is: 2 -> 1 -> 3
Explanation 2:

     The path with maximum sum is: 20 -> 20","/**
 * Definition for binary tree
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode(int x) : val(x), left(NULL), right(NULL) {}
 * };
 */ 
int maxPathAndGlobalUpdate(TreeNode *root, int &global_max) {
    if (root == NULL) return 0;
    int l = max(0, maxPathAndGlobalUpdate(root->left, global_max));
    int r = max(0, maxPathAndGlobalUpdate(root->right, global_max));
    global_max = max({ global_max, max(l, r) + root->val, l + r + root->val });
    return root->val + max(l, r);
}
int Solution::maxPathSum(TreeNode* root) {
    int maxAns = INT_MIN;
    maxPathAndGlobalUpdate(root, maxAns);
    return maxAns;
}"
Regular Expression Match,https://www.interviewbit.com/problems/regular-expression-match/,"Uber Technologies Inc, Microsoft, Directi, Facebook",Dynamic Programming,hard,"Problem Description
 
 

Implement wildcard pattern matching with support for '?' and '*' for strings A and B.
'?' : Matches any single character.
'*' : Matches any sequence of characters (including the empty sequence).
The matching should cover the entire input string (not partial).


Problem Constraints
1 <= |A|, |B| <= 9e4


Input Format
The first argument of input contains a string A.
The second argument of input contains a string B.


Output Format
Return 0 or 1:
=> 0 : If the patterns do not match.
=> 1 : If the patterns match.


Example Input
Input 1:
 A = ""aa""
 B = ""a""
Input 2:
 A = ""aa""
 B = ""aa""
Input 3:
 A = ""aaa""
 B = ""aa""
Input 4:
 A = ""aa""
 B = ""*""
Input 5:
 A = ""aa""
 B = ""a*""
Input 6:
 A = ""ab""
 B = ""?*""
Input 7:
 A = ""aab""
 B = ""c*a*b""


Example Output
Output 1:
0
Output 2:
1
Output 3:
0
Output 4:
1
Output 5:
1
Output 6:
1
Output 7:
0","map<pair<int, int>, int> M;
int suffixLen[50001], len1, len2;
bool helper(const string s, const string p, int index1, int index2) {
    // If we are at the end of both pattern and the string, then its obviously a match
    if (index1 == s.size() && p[index2] == 0) return true;
    // If pattern ends, but the string hasn't, then its not a match
    if (index2 == p.size()) return false;
    // If string ends, then the only permissible character is '*' in the pattern array
    if (index1 == s.size() && p[index2] != '*') return false;
    // If remaining non * characters in pattern are more than the total chars in s, there can't be match
    if (len1 - index1 < suffixLen[index2]) return false;
    // memoized result
    if (M.find(make_pair(index1, index2)) != M.end()) return M[make_pair(index1, index2)];
    // s has ended. We know next character in p is '*'. Lets check other following chars in p
    if (s[index1] == 0) return M[make_pair(index1, index2)] = helper(s, p, index1, index2 + 1);
    // characters match when pattern is not '*'
    if (s[index1] == p[index2] || p[index2] == '?') return M[make_pair(index1, index2)] = helper(s, p, index1 + 1, index2 + 1);
    // If pattern is '*', then explore both possibilities
    if (p[index2] == '*') return M[make_pair(index1, index2)] = (helper(s, p, index1 + 1, index2) || helper(s, p, index1, index2 + 1));
    return M[make_pair(index1, index2)] = false;
}

int Solution::isMatch(const string s, const string p) {
    M.clear();
    len1 = s.size();
    len2 = p.size();
    int cnt = 0;
    for (int i = len2 - 1; i >= 0; i--){
        if (p[i] != '*') cnt++;
        suffixLen[i] = cnt;
    }
    return helper(s, p, 0, 0);
}"
Dungeon Princess,https://www.interviewbit.com/problems/dungeon-princess/,N/A,Dynamic Programming,medium,"The demons had captured the princess (P) and imprisoned her in the bottom-right corner of a dungeon. The dungeon consists of M x N rooms laid out in a 2D grid. Our valiant knight (K) was initially positioned in the top-left room and must fight his way through the dungeon to rescue the princess.

The knight has an initial health point represented by a positive integer. If at any point his health point drops to 0 or below, he dies immediately.

Some of the rooms are guarded by demons, so the knight loses health (negative integers) upon entering these rooms; other rooms are either empty (0’s) or contain magic orbs that increase the knight’s health (positive integers).

In order to reach the princess as quickly as possible, the knight decides to move only rightward or downward in each step.

Write a function to determine the knight’s minimum initial health so that he is able to rescue the princess.

For example, given the dungeon below, the initial health of the knight must be at least 7 if he follows the optimal path

RIGHT-> RIGHT -> DOWN -> DOWN.

Dungeon Princess: Example 1




Input arguments to function:

Your function will get  an M*N matrix (2-D array) as input which represents the 2D grid as described in the question. Your function should return an integer corresponding to the knight’s minimum initial health required. 




Note:

The knight’s health has no upper bound.
Any room can contain threats or power-ups, even the first room the knight enters and the bottom-right room where the princess is imprisoned.","int Solution::calculateMinimumHP(vector<vector<int> > &A) {
    int m = A.size(), i, j;
    if (m == 0) {
        return 0;
    }
    int n = A[0].size();
    if (n == 0) {
        return 0;
    }
    int dp[m][n];
    dp[m-1][n-1] = std::max(0-A[m-1][n-1],0);
    for (i = m - 2; i >= 0; --i) {
        dp[i][n-1] = std::max(dp[i+1][n-1] - A[i][n-1], 0);
    }
    for (j = n - 2; j >= 0; --j) {
        dp[m-1][j] = std::max(dp[m-1][j+1] - A[m-1][j], 0);
    }
    
    for (i = m - 2; i >= 0; --i) {
        for (j = n - 2; j >= 0; --j) {
            dp[i][j] = std::max(std::min(dp[i][j+1],dp[i+1][j]) - A[i][j], 0);
        }
    }
    
    return dp[0][0]+1;
}"
Palindrome Partitioning II,https://www.interviewbit.com/problems/palindrome-partitioning-ii/,"Amazon, Google",Dynamic Programming,medium,"Problem Description
 
 

Given a string A, partition A such that every substring of the partition is a palindrome.

Return the minimum cuts needed for a palindrome partitioning of A.



Problem Constraints
1 <= length(A) <= 501



Input Format
The first and the only argument contains the string A.



Output Format
Return an integer, representing the minimum cuts needed.



Example Input
Input 1:

 A = ""aba""
Input 2:

 A = ""aab""


Example Output
Output 1:

 0
Output 2:

 1


Example Explanation
Explanation 1:

 ""aba"" is already a palindrome, so no cuts are needed.
Explanation 2:

 Return 1 since the palindrome partitioning [""aa"",""b""] could be produced using 1 cut.","
int Solution::minCut(string A) {
    int n=A.size();
    int dp[n],palin[n][n];
    memset(palin,0,sizeof palin);
    for(int i=1;i<=n;i++)
    {
        for(int j=0;j<n;j++)
        {
            int l=j,r=j+i-1;
            if(i==1) palin[l][l]=1;
            else if(i==2 && j+1<n) palin[l][r]=(A[l]==A[r]);
            else if(r<n)
            {
                if(palin[l+1][r-1] && A[l]==A[r])
                {
                    palin[l][r]=1;
                }
            }
        }
    }
    for(int i=0;i<n;i++) dp[i]=INT_MAX;
    for(int i=0;i<n;i++)
    {
        for(int j=i;j<n;j++)
        {
            if(i==0)
            {
                if(palin[i][j]) dp[j]=0;
            }
            else
            {
                if(palin[i][j])
                {
                    dp[j]=min(dp[j],dp[i-1]+1);
                }
            }
        }
    }
    return dp[n-1];
}"
Min Sum Path in Matrix,https://www.interviewbit.com/problems/min-sum-path-in-matrix/,"Amazon, Flipkart",Dynamic Programming,medium,"Problem Description
 
 

Given a 2D integer array A of size M x N, you need to find a path from top left to bottom right which minimizes the sum of all numbers along its path.

NOTE: You can only move either down or right at any point in time. 



Input Format
First and only argument is an 2D integer array A of size M x N.



Output Format
Return a single integer denoting the minimum sum of a path from cell (1, 1) to cell (M, N).



Example Input
Input 1:

 A = [  [1, 3, 2]
        [4, 3, 1]
        [5, 6, 1]
     ]


Example Output
Output 1:

 8


Example Explanation
Explanation 1:

 The path is 1 -> 3 -> 2 -> 1 -> 1
 So ( 1 + 3 + 2 + 1 + 1) = 8","int Solution::minPathSum(vector<vector<int> > &A) {
    int m,n,i,j;
    m = A.size();
    if (m == 0) {
        return 0;
    }
    n = A[0].size();
    if (n == 0) {
        return 0;
    }
    int tc[m][n];
    tc[0][0] = A[0][0];
    for (i = 1; i < m; ++i) {
        tc[i][0] = tc[i-1][0] + A[i][0];
    }
    for (j = 1; j < n; ++j) {
        tc[0][j] = tc[0][j-1] + A[0][j];
    }
    
    for (i = 1; i < m; ++i) {
        for (j = 1; j < n; ++j) {
            tc[i][j] = std::min(tc[i][j-1],tc[i-1][j])+A[i][j];
        }
    }
    return tc[m-1][n-1];
}"
Min Jumps Array,https://www.interviewbit.com/problems/min-jumps-array/,"Amazon, ebay, Google",Dynamic Programming,medium,"Problem Description
 
 

Given an array of non-negative integers, A, of length N, you are initially positioned at the first index of the array.
Each element in the array represents your maximum jump length at that position.
Return the minimum number of jumps required to reach the last index.
If it is not possible to reach the last index, return -1.


Problem Constraints
1 <= N <= 106
0 <= A[i] <= 50000


Input Format
The first and the only argument contains an integer array, A.


Output Format
Return an integer, representing the answer as described in the problem statement.


Example Input
Input 1:
A = [2, 1, 1]
Input 2:
A = [2, 3, 1, 1, 4]


Example Output
Output 1:
1
Output 1:
2


Example Explanation
Explanation 1:
The shortest way to reach index 2 is
    Index 0 -> Index 2
that requires only 1 jump.
Explanation 2:
The shortest way to reach index 4 is
    Index 0 -> Index 1 -> Index 4
that requires 2 jumps.","int Solution::jump(vector<int> &A) {
        int n=A.size();
        assert(n>=1 && n<=1000000);
        for(int a:A)
            assert(a>=0 && a<=50000);
        if(n <= 1){
            return 0;
        }
        int maxReachPos = A[0];
        int curMaxReachPos = A[0];
        int curStep = 1;
        for(int i = 1; i <= maxReachPos; i++){
            if(i == n - 1){
                return curStep;
            }
            curMaxReachPos = max(curMaxReachPos, i + A[i]);
            if(i == maxReachPos){
                if (curMaxReachPos <= i) return -1;
                maxReachPos = curMaxReachPos;
                curStep++;
            }
        }
        return -1;
}"
Edit Distance,https://www.interviewbit.com/problems/edit-distance/,"Google, Amazon, Flipkart, Microsoft, Linkedin",Dynamic Programming,medium,"Given two strings A and B, find the minimum number of steps required to convert A to B. (each operation is counted as 1 step.)

You have the following 3 operations permitted on a word:

Insert a character
Delete a character
Replace a character


Input Format:

The first argument of input contains a string, A.
The second argument of input contains a string, B.
Output Format:

Return an integer, representing the minimum number of steps required.
Constraints:

1 <= length(A), length(B) <= 450
Examples:

Input 1:
    A = ""abad""
    B = ""abac""

Output 1:
    1

Explanation 1:
    Operation 1: Replace d with c.

Input 2:
    A = ""Anshuman""
    B = ""Antihuman""

Output 2:
    2

Explanation 2:
    => Operation 1: Replace s with t.
    => Operation 2: Insert i.","int Solution::minDistance(string A, string B) {
    int m = A.size(), n = B.size();
    vector< vector<int> > dist(m+1, vector<int>(n+1));
    dist[0][0] = 0;
    for (int i = 1; i <= m; ++i)
        dist[i][0] = i;
    for (int j = 1; j <= n; ++j)
        dist[0][j] = j;
    for (int i = 1; i <= m; ++i)
        for (int j = 1; j <= n; ++j)
            dist[i][j] = min(dist[i-1][j-1] + (A[i-1] != B[j-1]), 1 + min(dist[i][j-1], dist[i-1][j]));
    return dist[m][n];
}"
Unique Binary Search Trees II,https://www.interviewbit.com/problems/unique-binary-search-trees-ii/,"Amazon, Directi",Dynamic Programming,medium,"Given an integer A, how many structurally unique BST’s (binary search trees) exist that can store values 1…A?

Input Format:

The first and the only argument of input contains the integer, A.
Output Format:

Return an integer, representing the answer asked in problem statement.
Constraints:

1 <= A <= 18
Example:

Input 1:
    A = 3

Output 1:
    5

Explanation 1:

   1         3     3      2      1
    \       /     /      / \      \
     3     2     1      1   3      2
    /     /       \                 \
   2     1         2                 3","int Solution::numTrees(int A) {
    int ret[A+1], i, j, sum;
    ret[0] = 1;
    ret[1] = 1;
    for (i = 2; i <= A; ++i) {
        sum = 0;
        for (j = 1; j <= i; ++j) {
            sum += ret[j-1] * ret[i-j];
        }
        ret[i] = sum;
    }
    return ret[A];
}"
Word Break,https://www.interviewbit.com/problems/word-break/,Google,Dynamic Programming,medium,"Problem Description
 
 

Given a string A and a dictionary of words B, determine if A can be segmented into a space-separated sequence of one or more dictionary words.


Problem Constraints
1 <= len(A) <= 6500
1 <= len(B) <= 10000
1 <= len(B[i]) <= 20


Input Format
The first argument is a string, A.
The second argument is an array of strings, B.


Output Format
Return 0 / 1 ( 0 for false, 1 for true ) for this problem.


Example Input
Input 1:
 A = ""myinterviewtrainer"",
B = [""trainer"", ""my"", ""interview""]
Input 2:
A = ""a""
B = [""aaa""]


Example Output
Output 1:
1
Output 2:
0


Example Explanation
Explanation 1:
Return 1 ( corresponding to true ) because ""myinterviewtrainer"" can be segmented as ""my interview trainer"".
Explanation 2:

Return 0 ( corresponding to false ) because ""a"" cannot be segmented as ""aaa"".
","int Solution::wordBreak(string A, vector<string> &B) {
    set<string> dict(B.begin(), B.end());
	vector<bool> reachable(A.size(), false);
	for (int i = 0; i < A.size(); ++i) {
		for (int j = i; j >= 0 && !reachable[i]; --j) {
			if (j == 0 || reachable[j-1]) {
				string word(A.begin() + j, A.begin() + i + 1);
				if (dict.find(word) != dict.end())
					reachable[i] = true;
			}
		}
	}

	return reachable[A.size()-1];
}"
Regular Expression II,https://www.interviewbit.com/problems/regular-expression-ii/,"Facebook, Microsoft, Google",Dynamic Programming,hard,"Problem Description
 
 

Implement regular expression matching with support for '.' and '*'.
'.' Matches any single character. 
'*' Matches zero or more of the preceding element.

The matching should cover the entire input string (not partial).

Return 0 / 1 ( 0 for false, 1 for true ) for this problem



Problem Constraints
1 <= |A| <= 5 * 103
1 <= |B| <= 5 * 103


Input Format
The first argument is a string A.
The second argument is a string A.


Output Format
Return an integer, 0 / 1 ( 0 for false, 1 for true ) for this problem


Example Input
isMatch(""aa"",""a"") ? 0
isMatch(""aa"",""aa"") ? 1
isMatch(""aaa"",""aa"") ? 0
isMatch(""aa"", ""a*"") ? 1
isMatch(""aa"", "".*"") ? 1
isMatch(""ab"", "".*"") ? 1
isMatch(""aab"", ""c*a*b"") ? 1","int _isMatch(const string &s, int sStart, int sLen, const string &p, int pStart, int pLen) {
    int i;
    if (pLen == pStart) {
        return sLen == sStart;
    }
    if (pStart == pLen - 1) {
		if (sStart >= sLen) {
			return 0;
		} else if ((p.at(pStart) != s.at(sStart)) && (p.at(pStart) != '.')) {
			return 0;
		} else {
			return _isMatch(s, sStart+1, sLen, p, pStart+1, pLen);
		}
	}
	if (p.at(pStart+1) != '*') {
	    if (sStart >= sLen) {
	        return 0;
	    }
	    if ((p.at(pStart) != s.at(sStart)) && (p.at(pStart) != '.')) {
			return 0;
		} else {
			return _isMatch(s, sStart+1, sLen, p, pStart+1, pLen);
		}
	} else {
		if (_isMatch(s, sStart, sLen, p, pStart+2, pLen)) {
			return 1;
		}
		i = sStart;
		while (i<sLen && (s.at(i)==p.at(pStart) || p.at(pStart)=='.')){
			if (_isMatch(s, i + 1, sLen, p, pStart+2, pLen)) {
				return 1;
			}
			++i;
		}
		return false;
	}
}
int _isMatchDP(const string &s, int m, const string &p, int pLen) {
    int noStars = 0, i=0, j;
    while (i < pLen) {
        if (p.at(i) == '*') {
            ++noStars;
        }
        ++i;
    }
    int n = pLen-noStars;
    int isMatch[m+1][n+1];
    char temp, tempNext;
    for (i = 0; i <= m; ++i) {
        for (j = 0; j <= n; ++j) {
            isMatch[i][j] = 0;
        }
    }
    for (i = 0; i <= m; ++i) {
        for (j = 0; j <= n; ++j) {
            //std::cout << i << "";"" << j << std::endl;
            if (i == 0 && j == 0) {
                isMatch[i][j] = 1;
                continue;
            }
            if (i == 0) {
                if (j > 0 && j < pLen && p.at(j) == '*') {
                    isMatch[i][j] = isMatch[i][j-1];
                    ++j;
                }
            } else if (i > 0 && j == 0) {
                isMatch[i][j] = 0;
            } else if (i > 0 && j > 0) {
                temp = p.at(j-1);
                if (j < pLen) {
                    tempNext = p.at(j);
                    if (tempNext == '?') {
                        isMatch[i][j] = isMatch[i-1][j-1];
                        ++j;
                        continue;
                    } else if (tempNext == '*') {
                        isMatch[i][j] = isMatch[i-1][j] || isMatch[i][j-1];
                        ++j;
                        continue;
                    } else {
                        if (s.at(i-1) == temp) {
                            isMatch[i][j] = isMatch[i-1][j-1];
                        }
                    }
                } else {
                    if (s.at(i-1) == temp) {
                        isMatch[i][j] = isMatch[i-1][j-1];
                    }
                }
            }
        }
    }
    /*for (i = 0; i <= m; ++i) {
        for (j = 0; j <= n; ++j) {
            std::cout << isMatch[i][j] << "";"" ;
        }
        std::cout << std::endl;
    }*/
    return isMatch[m][n];
}
int Solution::isMatch(const string &s, const string &p) {
    int m = s.length(), pLen = p.length();
    return _isMatch(s, 0, m, p, 0, pLen);
    return _isMatchDP(s,m,p,pLen);
}"
Min Sum Path in Triangle,https://www.interviewbit.com/problems/min-sum-path-in-triangle/,N/A,Dynamic Programming,medium,"Problem Description
 
 

Given a triangle, find the minimum path sum from top to bottom. Each step you may move to adjacent numbers on the row below.

Adjacent numbers for jth number of row i is jth and (j+1)th numbers of row i+1 is  



Problem Constraints
1 <= |A| <= 1000

1 <= A[i] <= 1000

 



Input Format
 First and only argument is the vector of vector A defining the given triangle



Output Format
 Return the minimum sum 



Example Input
Input 1:

 
A = [ 
         [2],
        [3, 4],
       [6, 5, 7],
      [4, 1, 8, 3]
    ]
Input 2:

 A = [ [1] ]


Example Output
Output 1:

 11
Output 2:

 1


Example Explanation
Explanation 1:

 The minimum path sum from top to bottom is 11 (i.e., 2 + 3 + 5 + 1 = 11).
Explanation 2:

 Only 2 can be collected.
","int Solution::minimumTotal(vector<vector<int> > &triangle) {
    int n = triangle.size();
    vector<int> minlen(triangle.back());
    for (int layer = n-2; layer >= 0; layer--) // For each layer
    {
        for (int i = 0; i <= layer; i++) // Check its every 'node'
        {
            // Find the lesser of its two children, and sum the current value in the triangle with it.
            minlen[i] = min(minlen[i], minlen[i+1]) + triangle[layer][i]; 
        }
    }
    return minlen[0];
}
/*int Solution::minimumTotal(vector<vector<int> > &A) {
    int m = A.size(), i, j;
    vector<vector<int> > costs;
    if (m == 0) {
        return 0;
    }
    vector<int> temp(A[0][0]);
    costs.push_back(temp);
    for (i = 1; i < m; ++i) {
        temp.clear();
        for (j = 0; j < A[i].size(); ++j) {
            if (j == 0) {
                temp.push_back(costs[i-1][j]+A[i][j]);
            } else if (j == A[i].size()-1) {
                temp.push_back(costs[i-1][j-1]+A[i][j]);
            } else {
                temp.push_back(std::min(costs[i-1][j-1], costs[i-1][j]) + A[i][j]);
            }
        }
        costs.push_back(temp);
    }
    return *std::min_element(costs[m-1].begin(),costs[m-1].end());
}*/"
Jump Game Array,https://www.interviewbit.com/problems/jump-game-array/,"Amazon, ebay",Dynamic Programming,medium,"Given an array of non-negative integers, A, you are initially positioned at the 0th index of the array.

Each element in the array represents your maximum jump length at that position.

Determine if you are able to reach the last index.



Input Format:

The first and the only argument of input will be an integer array A.
Output Format:

Return an integer, representing the answer as described in the problem statement.
    => 0 : If you cannot reach the last index.
    => 1 : If you can reach the last index.
Constraints:

    1 <= len(A) <= 106


    0 <= A[i] <= 30

Examples:

Input 1:
    A = [2,3,1,1,4]

Output 1:
    1

Explanation 1:
    Index 0 -> Index 2 -> Index 3 -> Index 4

Input 2:
    A = [3,2,1,0,4]

Output 2:
    0

Explanation 2:
    There is no possible path to reach the last index.","int Solution::canJump(vector<int> &A) {
    int next = A.size() - 1;  
    for (int i=A.size()-2; i>=0; --i) {   
        if (A[i] >= (next - i)) {   
            next = i;   
        }  
    }   
    return (next == 0) ? 1:0;
}"
